観測所ID,地点名,かな,都道府県,地方,緯度,経度,標高(m),種別,観測要素,気象庁ページURL,状態,観測期間
74071,本山,モトヤマ,高知県,四国,33.753333,133.575,252,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0746&year=&month=&day=&view=,現役,
74136,大栃,オオドチ,高知県,四国,33.698333,133.875,210,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=1229&year=&month=&day=&view=,現役,
74182,高知,コウチ,高知県,四国,33.566667,133.548333,1,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=47893&year=&month=&day=&view=,現役,
74187,後免,ゴメン,高知県,四国,33.59,133.643333,12,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=1249&year=&month=&day=&view=,現役,
74188,南国日章,ナンコクニッショウ：高知空港,高知県,四国,33.545,133.668333,9,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=1476&year=&month=&day=&view=,現役,
74271,安芸,アキ,高知県,四国,33.488333,133.933333,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0755&year=&month=&day=&view=,現役,
74296,梼原,ユスハラ,高知県,四国,33.39,132.921667,415,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0921&year=&month=&day=&view=,現役,
74311,須崎,スサキ,高知県,四国,33.385,133.276667,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0756&year=&month=&day=&view=,現役,
74361,窪川,クボカワ,高知県,四国,33.206667,133.128333,205,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0758&year=&month=&day=&view=,現役,
74372,室戸岬,ムロトミサキ,高知県,四国,33.251667,134.176667,185,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=47899&year=&month=&day=&view=,現役,
74381,江川崎,エカワサキ,高知県,四国,33.17,132.791667,72,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=1235&year=&month=&day=&view=,現役,
74436,佐賀,サガ,高知県,四国,33.078333,133.101667,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=1233&year=&month=&day=&view=,現役,
74447,宿毛,スクモ,高知県,四国,32.905,132.716667,21,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=47897&year=&month=&day=&view=,現役,
74456,中村,ナカムラ,高知県,四国,32.99,132.92,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=0763&year=&month=&day=&view=,現役,
74516,清水,シミズ,高知県,四国,32.721667,133.01,31,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=74&block_no=47898&year=&month=&day=&view=,現役,
81011,須佐,スサ,山口県,中国,34.615,131.623333,50,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0765&year=&month=&day=&view=,現役,
81071,萩,ハギ,山口県,中国,34.41,131.405,2,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=47754&year=&month=&day=&view=,現役,
81116,油谷,ユヤ,山口県,中国,34.37,131.055,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0939&year=&month=&day=&view=,現役,
81151,徳佐,トクサ,山口県,中国,34.398333,131.725,310,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0767&year=&month=&day=&view=,現役,
81196,秋吉台,アキヨシダイ,山口県,中国,34.235,131.306667,240,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0769&year=&month=&day=&view=,現役,
81231,広瀬,ヒロセ,山口県,中国,34.261667,131.951667,97,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0771&year=&month=&day=&view=,現役,
81266,豊田,トヨタ,山口県,中国,34.186667,131.076667,40,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0772&year=&month=&day=&view=,現役,
81286,山口,ヤマグチ,山口県,中国,34.161667,131.461667,18,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=47784&year=&month=&day=&view=,現役,
81321,岩国,イワクニ,山口県,中国,34.155,132.178333,41,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0940&year=&month=&day=&view=,現役,
81371,防府,ホウフ,山口県,中国,34.04,131.533333,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0775&year=&month=&day=&view=,現役,
81386,下松,クダマツ,山口県,中国,34.01,131.871667,27,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0776&year=&month=&day=&view=,現役,
81397,玖珂,クガ,山口県,中国,34.095,132.075,68,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0913&year=&month=&day=&view=,現役,
81428,下関,シモノセキ,山口県,中国,33.948333,130.925,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=47762&year=&month=&day=&view=,現役,
81436,宇部,ウベ：山口宇部空港,山口県,中国,33.93,131.278333,5,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0778&year=&month=&day=&view=,現役,
81481,柳井,ヤナイ,山口県,中国,33.958333,132.113333,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0942&year=&month=&day=&view=,現役,
81486,安下庄,アゲノショウ,山口県,中国,33.903333,132.293333,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=81&block_no=0779&year=&month=&day=&view=,現役,
82046,宗像,ムナカタ,福岡県,九州,33.808333,130.538333,7,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0943&year=&month=&day=&view=,現役,
82056,八幡,ヤハタ,福岡県,九州,33.851667,130.743333,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0780&year=&month=&day=&view=,現役,
82068,空港北町,クウコウキタマチ：北九州空港,福岡県,九州,33.845,131.035,7,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=1590&year=&month=&day=&view=,現役,
82101,行橋,ユクハシ,福岡県,九州,33.713333,130.975,9,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0782&year=&month=&day=&view=,現役,
82136,飯塚,イイヅカ,福岡県,九州,33.651667,130.693333,37,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=47809&year=&month=&day=&view=,現役,
82171,前原,マエバル,福岡県,九州,33.56,130.19,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0785&year=&month=&day=&view=,現役,
82182,福岡,フクオカ,福岡県,九州,33.581667,130.375,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=47807&year=&month=&day=&view=,現役,
82186,博多,ハカタ：福岡空港,福岡県,九州,33.583333,130.451667,9,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=1477&year=&month=&day=&view=,現役,
82191,太宰府,ダザイフ,福岡県,九州,33.496667,130.49,52,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=1141&year=&month=&day=&view=,現役,
82206,添田,ソエダ,福岡県,九州,33.558333,130.855,92,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=1046&year=&month=&day=&view=,現役,
82261,朝倉,アサクラ,福岡県,九州,33.406667,130.695,38,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0788&year=&month=&day=&view=,現役,
82306,久留米,クルメ,福岡県,九州,33.303333,130.493333,7,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0790&year=&month=&day=&view=,現役,
82317,黒木,クロギ,福岡県,九州,33.225,130.645,144,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0792&year=&month=&day=&view=,現役,
82361,大牟田,オオムタ,福岡県,九州,33.006667,130.466667,40,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=82&block_no=0793&year=&month=&day=&view=,現役,
83021,国見,クニミ,大分県,九州,33.678333,131.575,53,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=1137&year=&month=&day=&view=,現役,
83051,中津,ナカツ,大分県,九州,33.586667,131.245,12,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0794&year=&month=&day=&view=,現役,
83061,豊後高田,ブンゴタカダ,大分県,九州,33.57,131.433333,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0795&year=&month=&day=&view=,現役,
83106,院内,インナイ,大分県,九州,33.42,131.316667,90,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0931&year=&month=&day=&view=,現役,
83121,杵築,キツキ,大分県,九州,33.416667,131.596667,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=1237&year=&month=&day=&view=,現役,
83126,武蔵,ムサシ：大分空港,大分県,九州,33.478333,131.736667,5,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0796&year=&month=&day=&view=,現役,
83137,日田,ヒタ,大分県,九州,33.321667,130.928333,83,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=47814&year=&month=&day=&view=,現役,
83191,玖珠,クス,大分県,九州,33.291667,131.155,331,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0932&year=&month=&day=&view=,現役,
83201,湯布院,ユフイン,大分県,九州,33.253333,131.346667,435,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0799&year=&month=&day=&view=,現役,
83216,大分,オオイタ,大分県,九州,33.235,131.618333,5,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=47815&year=&month=&day=&view=,現役,
83341,犬飼,イヌカイ,大分県,九州,33.065,131.631667,121,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0805&year=&month=&day=&view=,現役,
83371,竹田,タケタ,大分県,九州,32.973333,131.398333,261,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0806&year=&month=&day=&view=,現役,
83401,佐伯,サイキ,大分県,九州,32.95,131.901667,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0808&year=&month=&day=&view=,現役,
83431,宇目,ウメ,大分県,九州,32.845,131.675,200,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=1142&year=&month=&day=&view=,現役,
83476,蒲江,カマエ,大分県,九州,32.795,131.923333,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=83&block_no=0810&year=&month=&day=&view=,現役,
84012,鰐浦,ワニウラ,長崎県,九州,34.698333,129.445,63,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1453&year=&month=&day=&view=,現役,
84072,厳原,イヅハラ,長崎県,九州,34.196667,129.291667,5,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47800&year=&month=&day=&view=,現役,
84076,美津島,ミツシマ：対馬空港,長崎県,九州,34.285,129.33,63,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1538&year=&month=&day=&view=,現役,
84121,芦辺,アシベ,長崎県,九州,33.8,129.721667,97,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1144&year=&month=&day=&view=,現役,
84122,石田,イシダ：壱岐空港,長崎県,九州,33.748333,129.785,12,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1478&year=&month=&day=&view=,現役,
84171,平戸,ヒラド,長崎県,九州,33.36,129.55,58,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47805&year=&month=&day=&view=,現役,
84183,松浦,マツウラ,長崎県,九州,33.341667,129.711667,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=0814&year=&month=&day=&view=,現役,
84266,佐世保,サセボ,長崎県,九州,33.158333,129.726667,4,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47812&year=&month=&day=&view=,現役,
84306,西海,サイカイ,長崎県,九州,33.013333,129.651667,18,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1672&year=&month=&day=&view=,現役,
84341,有川,アリカワ,長崎県,九州,32.981667,129.118333,11,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1138&year=&month=&day=&view=,現役,
84371,大村,オオムラ：長崎空港,長崎県,九州,32.916667,129.913333,3,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1084&year=&month=&day=&view=,現役,
84496,長崎,ナガサキ,長崎県,九州,32.733333,129.866667,27,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47817&year=&month=&day=&view=,現役,
84519,雲仙岳,ウンゼンダケ,長崎県,九州,32.736667,130.261667,678,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47818&year=&month=&day=&view=,現役,
84523,島原,シマバラ,長崎県,九州,32.76,130.361667,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=0962&year=&month=&day=&view=,現役,
84536,福江,フクエ,長崎県,九州,32.693333,128.826667,25,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=47843&year=&month=&day=&view=,現役,
84537,上大津,カミオオヅ：福江空港,長崎県,九州,32.665,128.831667,77,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1479&year=&month=&day=&view=,現役,
84561,口之津,クチノツ,長崎県,九州,32.611667,130.193333,13,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=0922&year=&month=&day=&view=,現役,
84597,脇岬,ワキミサキ,長崎県,九州,32.581667,129.776667,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=84&block_no=1670&year=&month=&day=&view=,現役,
85033,唐津,カラツ,佐賀県,九州,33.458333,129.955,23,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=1610&year=&month=&day=&view=,現役,
85116,伊万里,イマリ,佐賀県,九州,33.266667,129.878333,25,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=1075&year=&month=&day=&view=,現役,
85142,佐賀,サガ,佐賀県,九州,33.265,130.305,6,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=47813&year=&month=&day=&view=,現役,
85161,嬉野,ウレシノ,佐賀県,九州,33.116667,129.995,81,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=0830&year=&month=&day=&view=,現役,
85166,白石,シロイシ,佐賀県,九州,33.183333,130.148333,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=0829&year=&month=&day=&view=,現役,
85176,川副,カワソエ：佐賀空港,佐賀県,九州,33.148333,130.301667,2,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=85&block_no=1480&year=&month=&day=&view=,現役,
86006,鹿北,カホク,熊本県,九州,33.115,130.691667,119,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0832&year=&month=&day=&view=,現役,
86066,南小国,ミナミオグニ,熊本県,九州,33.103333,131.066667,448,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0833&year=&month=&day=&view=,現役,
86086,岱明,タイメイ,熊本県,九州,32.915,130.511667,15,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0834&year=&month=&day=&view=,現役,
86101,菊池,キクチ,熊本県,九州,32.945,130.781667,83,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0835&year=&month=&day=&view=,現役,
86111,阿蘇乙姫,アソオトヒメ,熊本県,九州,32.946667,131.04,487,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=1240&year=&month=&day=&view=,現役,
86141,熊本,クマモト,熊本県,九州,32.813333,130.706667,38,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=47819&year=&month=&day=&view=,現役,
86146,益城,マシキ：熊本空港,熊本県,九州,32.836667,130.855,193,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0923&year=&month=&day=&view=,現役,
86157,南阿蘇,ミナミアソ,熊本県,九州,32.831667,131.013333,394,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=1660&year=&month=&day=&view=,現役,
86161,高森,タカモリ,熊本県,九州,32.821667,131.125,555,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0840&year=&month=&day=&view=,現役,
86216,三角,ミスミ,熊本県,九州,32.611667,130.478333,60,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=1081&year=&month=&day=&view=,現役,
86236,甲佐,コウサ,熊本県,九州,32.671667,130.816667,52,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0842&year=&month=&day=&view=,現役,
86271,松島,マツシマ,熊本県,九州,32.515,130.446667,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0843&year=&month=&day=&view=,現役,
86316,本渡,ホンド,熊本県,九州,32.468333,130.18,30,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0845&year=&month=&day=&view=,現役,
86336,八代,ヤツシロ,熊本県,九州,32.473333,130.606667,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0846&year=&month=&day=&view=,現役,
86451,水俣,ミナマタ,熊本県,九州,32.205,130.406667,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0924&year=&month=&day=&view=,現役,
86467,人吉,ヒトヨシ,熊本県,九州,32.216667,130.755,146,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=47824&year=&month=&day=&view=,現役,
86477,上,ウエ,熊本県,九州,32.225,130.905,166,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=0926&year=&month=&day=&view=,現役,
86491,牛深,ウシブカ,熊本県,九州,32.196667,130.026667,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=86&block_no=47838&year=&month=&day=&view=,現役,
87041,高千穂,タカチホ,宮崎県,九州,32.711667,131.29,350,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0852&year=&month=&day=&view=,現役,
87066,古江,フルエ,宮崎県,九州,32.711667,131.82,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1135&year=&month=&day=&view=,現役,
87071,鞍岡,クラオカ,宮崎県,九州,32.643333,131.156667,590,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1348&year=&month=&day=&view=,現役,
87141,延岡,ノベオカ,宮崎県,九州,32.581667,131.656667,19,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=47822&year=&month=&day=&view=,現役,
87181,日向,ヒュウガ,宮崎県,九州,32.408333,131.6,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0857&year=&month=&day=&view=,現役,
87206,神門,ミカド,宮崎県,九州,32.385,131.331667,250,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1353&year=&month=&day=&view=,現役,
87231,西米良,ニシメラ,宮崎県,九州,32.24,131.151667,260,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1345&year=&month=&day=&view=,現役,
87293,高鍋,タカナベ,宮崎県,九州,32.123333,131.475,57,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0859&year=&month=&day=&view=,現役,
87301,加久藤,カクトウ,宮崎県,九州,32.046667,130.81,228,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0860&year=&month=&day=&view=,現役,
87331,西都,サイト,宮崎県,九州,32.063333,131.413333,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0861&year=&month=&day=&view=,現役,
87352,小林,コバヤシ,宮崎県,九州,32,130.953333,276,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=0863&year=&month=&day=&view=,現役,
87376,宮崎,ミヤザキ,宮崎県,九州,31.938333,131.413333,9,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=47830&year=&month=&day=&view=,現役,
87406,田野,タノ,宮崎県,九州,31.843333,131.308333,134,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1663&year=&month=&day=&view=,現役,
87412,赤江,アカエ：宮崎空港,宮崎県,九州,31.876667,131.448333,6,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=1481&year=&month=&day=&view=,現役,
87426,都城,ミヤコノジョウ,宮崎県,九州,31.73,131.081667,154,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=87&block_no=47829&year=&month=&day=&view=,現役,
